,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationharvest5Longrotationclearcut,Selectioncut1Selectioncut,TapiothinningThinningTapio,Longrotationharvest10Longrotationclearcut,SA,Selectioncut2Selectioncut,Longrotationthinning10Thinninglongrotation,Selectioncut4Selectioncut,TapioharvestnaturesceneTapioclearcutwithnaturescene,TapioharvestwithoutthinningsTapioclearcut,Longrotationthinning15Thinninglongrotation,Longrotationharvest30Longrotationclearcut,Longrotationharvest15Longrotationclearcut,TapioharvestTapioclearcut,Longrotationthinning30Thinninglongrotation,Tapioharvestwithoutthinningsm20Tapioclearcut,Tapioharvestwithoutthinnings10Tapioclearcut,Shortrotationharvest5shortrotationclearcut,Selectioncut3Selectioncut,Longrotationthinning5Thinninglongrotation,TapiothinningnatureThinningTapio,Shortrotationthinning5Thinninglongrotation
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1,0.7726687671549587,0.339066013495386,0.7312119663908694,0.40885649454770484,0.20548552015467209,0.06536637421112795,0.7691014797668585,0.433937937630329,0.16516640066831353,0.7607351492231379,0.1651664006630245,0.5399277947093937,0.1329277729109158,0.6478844043570414,0.5801420067859614,0.28051010403527443,0.09193321242989816,0.3409638804735466,0.1670081867891052,0.15657966371538867,0.14320206760022788,0.6354117643279245,0.10081240334446574,0.09560863423113317,0.1470386297175075,0.1988578041901776,0.1841957151648643,0.09560863423113317,0.09676511169711369,0.5122361849889117,0.11667598372154676,0.1410717527348837,0.15490827455103176,0.14495562317208585,0.10239437774462208,0.5072969248946414,0.5188730882575425,0.1469563867672623,0.35323747167758396,16016884.0,0.44780155,0.028380716382632086,0.00023632016977944684,0.9713829634475305,0.0,0.5299999713897705,0.0,1.600000023841858,63.65000027231872,0.0,1.377448228119129,488.67000111192465,0.0,4.999999985098839,0.14000000059604645,26.570000413818196,5.0,0.0,2.1699999794363976,10.860000133514404,10.810000017305681,0.0,1626.122550803316,0.2199999988079071,0,0.0
2,0.6303315440522016,0.4208250243820862,0.6011676013239506,0.43417605966138073,0.10609590203333677,0.060808951093363095,0.7213584972736468,0.3358545334863145,0.13155532158263775,0.5918440777630497,0.13155532159760838,0.6476287831889638,0.12827921798511338,0.7390713201935092,0.6435032293508542,0.27314721391889685,0.05830054101767202,0.3309540698807583,0.15449284669159655,0.1561890549242373,0.12779598640324302,0.7201980689218661,0.08394351741549853,0.07921815002344673,0.13818517369225775,0.1704559970841412,0.19262755485549896,0.07921815002344673,0.08282396164691708,0.4861735926545112,0.09979821928496616,0.125323496858209,0.12801000264665388,0.1347215852887642,0.09062608268789239,0.47561470435748127,0.6156354937528593,0.14055245813531905,0.34376017777550166,16965475.0,0.0,0.02814439621285264,0.9718556037871473,0.0,74.31000038608909,1008.8110488839111,15.972857613054181,0.0,63.12000030092895,1064.286093428827,0.0,0.0,13.660000309348106,0.0,0.0,0.0,0.0,1.3800000250339508,0.0,0.0,0.0,0.9599999934434891,0.0,0.0,0,0.2199999988079071
3,0.7538476844792866,0.3517163511452732,0.7259692599531005,0.4159941995235228,0.1913174913726517,0.06335346858630146,0.7746964878500187,0.41896554422998344,0.1633452367649999,0.7690649817665699,0.1633452367700387,0.5587157353021645,0.13032635273548177,0.6808719109504353,0.6039467495973094,0.28181490424668865,0.08328503271057822,0.3421342487300862,0.16433907792825017,0.15602533067379698,0.13830425563424278,0.6664823965954478,0.09339170786838619,0.08786195400145916,0.14322214201459124,0.19580618993724977,0.1844669932530439,0.08786195400145916,0.08985482693405938,0.5147203310806847,0.10861531074608068,0.137304079965184,0.15020359266423872,0.1405779191468752,0.09662003598563135,0.5114085377029586,0.5463788416141527,0.1413308825743585,0.35479131669667613,16576129.0,0.40553508,0.02814439621285264,0.09999999999987944,0.8718556037872679,0.0,154.9399998635144,0.0,1.600000023841858,63.12000030092895,69.33200023022846,1.5700000524520874,461.9888988065095,0.0,4.709999993443489,0.2311019746528673,19.590000364929438,5.0,0.0,2.1699999794661626,10.860000133514404,4.189999997636148,0.0,1443.197999219764,0.2199999988079071,0,0.0
4,0.6649084007313872,0.40727099783649656,0.6395411908495884,0.4306833405304415,0.11730540601096527,0.05915293061397222,0.7575720474950732,0.35408091806463804,0.10736090317737311,0.7029304051818062,0.10736090317953167,0.6251665450092215,0.12484518515897022,0.7602476082200972,0.6617268846350148,0.28240884638287495,0.0607862316063124,0.34488372364053566,0.15291204514628678,0.15156374842555226,0.1272950192995474,0.7388376516586247,0.08085956040774228,0.07601705924309383,0.13396973224406306,0.18068017333925726,0.18693756793243677,0.07601705924309383,0.07917826369074621,0.5099308383300251,0.09751499791481398,0.1244156236177408,0.13136338861715027,0.13077332570072872,0.08682764899892831,0.5025905626176735,0.6266097483476628,0.13569461074145578,0.35790453402768446,17380430.0,0.050649962,0.02814439621285264,0.8718556037861099,0.10000000000103743,4.980000019073486,1018.350000023855,0.2199999988079071,1.600000023841858,63.12000030092895,918.8580002156615,0.0,151.10199960646986,11.820000290870667,1.5699999928474426,0.14000000059604645,11.74000022187829,5.379999995238244,0.2800000011920929,0.8512749569242638,0.0,3.1800000071525574,0.8199999928474426,48.70872529133217,0.0,0,0.0
5,0.5386081780135807,0.20874664458637435,0.9135142852337572,0.9127754788750931,0.8927907452430771,0.8342547773466082,0.5797659502559545,0.7882791695091633,0.7495536867521252,0.39147282776384174,0.761310067012422,0.4440277533567556,0.8781597424954144,0.1654231943615668,0.18593992631578327,0.8719536127941522,0.8780078115541256,0.8816485688935993,0.8705769505466806,0.8714458776108516,0.8649432648699533,0.17266413640406403,0.8850091664098849,0.8787378887870436,0.8713126309024247,0.8646845067328262,0.873024544501278,0.8787378887870436,0.87766191772511,0.8988329155381062,0.8881404411896441,0.8646620666575559,0.8724159477203453,0.8714339969927452,0.8889178977622958,0.8894465881994461,0.17364114948134268,0.8961600033100878,0.8867623656757,5091790.4,1.7429159,0.9000000000019395,0.0,0.0999999999980606,0.0,0.0,0.0,0.0,2018.4480008499872,0.0,0.0,10.789999797999007,0.0,0.0,0.0,5.152547995344043e-12,0.0,0.0,0.0,0.0,0.0,0.0,213.4820002916756,0.0,0,0.0
6,0.5240186662029548,0.22708370668635008,0.8991362600709866,0.9182681890418805,0.8905443250387158,0.842180932831303,0.5683024328997786,0.7863383779602847,0.7518773895313724,0.3859632998027173,0.761310067012422,0.45859977624647724,0.8844986657961754,0.17112993730189116,0.18972459765485927,0.8782249052333843,0.882806294610164,0.8875531373174033,0.8765775639212519,0.8773621388964089,0.8707389929257621,0.17666946091065924,0.8925875809411881,0.8854608829369366,0.878372610124422,0.8711298768046085,0.8795807439374748,0.8854608829369366,0.8844460313618331,0.903872156548462,0.8948090554296269,0.8711104644383257,0.8778157320328482,0.8788563250842674,0.8958705826485224,0.893556033421763,0.1822631547717549,0.9032967303539452,0.8925181928968347,5222376.9,1.733449,0.8999999999941357,0.10000000000586427,0.0,1.075922654517822e-11,137.62200050372496,0.0,0.0,2018.4480008323474,86.64999960371561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
7,0.6031694498021325,0.390328925104888,0.6856003575392872,0.6085873589276116,0.24533250774049042,0.1837161641217792,0.7714476028560999,0.41558620821264614,0.27196230413456135,0.6130644055472829,0.2719623041669373,0.654350836242532,0.2386032321644758,0.7147164455722543,0.6370565752755979,0.4191061509308619,0.17768005114656105,0.4750287147630154,0.2764588206060974,0.2833510249309623,0.23239403013976379,0.6999525178602601,0.21041224203622433,0.19333386510163392,0.2552228451168147,0.3211106145964532,0.30783739913728003,0.19333386510163392,0.1969643675055887,0.5991806987594692,0.21068651401028907,0.24826779187780507,0.2526602852197974,0.25129524204349785,0.22033889559966455,0.5942293186971337,0.6129352684427698,0.26185818706669295,0.48354933045480497,16924683.0,0.78631227,0.09999999999945335,0.9000000000013135,0.0,0.0,1074.0528917932684,0.0,0.0,224.27200009271837,944.3951090551832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
8,0.7346767842257285,0.33089328376045735,0.7907130676148195,0.5765771910142572,0.32615891292842136,0.19437002238002954,0.793857963534982,0.4903956065021355,0.3442705326234039,0.6946732761389414,0.34427053265295166,0.5673046797091604,0.24818722564580575,0.6062392742629545,0.5534122424939556,0.4198845102045862,0.21226586607830797,0.47555040917532343,0.2901692616116498,0.2861576834509109,0.2527916096907241,0.5982169211886429,0.23180262333195592,0.21619297855170955,0.26931350408888516,0.33888964783832826,0.3057527231576585,0.21619297855170955,0.2178550318419305,0.6096100298428276,0.23559736885891588,0.2651550958789306,0.2771267713042786,0.266488885372524,0.23732804335688798,0.6085689044186401,0.5006746117641723,0.2766338878241452,0.4835633294230118,15667236.0,1.2630531,0.10000000000143054,0.0,0.8999999999985695,0.0,0.0,0.0,0.0,224.27200009715267,0.0,0.0,437.3216865865264,0.0,0.0,0.0,1.169718637346792e-10,0.0,0.0,0.6100000068545341,0.0,1.6199999749660492,0.0,1578.8963142739667,0.0,0,0.0
9,0.6200655083395644,0.23929278542440177,0.897735469906872,0.8896958846391712,0.7878166421301828,0.6670226680632779,0.6416487740988056,0.7891183846564332,0.5618711178981489,0.44989787797562847,0.7052456375020743,0.45840996317758803,0.7469074136854504,0.24892501948610174,0.2593890637359807,0.7566629182636172,0.7360027890469497,0.7775645229455801,0.7271194530739151,0.7388994697289415,0.7395839829919996,0.2570079036199293,0.7374445531081888,0.7371778244808521,0.727863118759147,0.7391812681104868,0.7464011081344755,0.7371778244808521,0.7377335685607898,0.824017153094745,0.7542658191790942,0.7155435930362709,0.727068954010331,0.7254389252568907,0.7466506085000787,0.8184047031651712,0.23645850509405242,0.7574832869705651,0.785193288673232,7291040.5,2.0117158,0.800000000007818,0.0,0.199999999992182,0.0,0.0,0.0,0.0,1794.1760007690887,0.0,0.0,26.04400063232839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.499999538064,0.0,0,0.0
