,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationthinning30Thinninglongrotation,Longrotationthinning5Thinninglongrotation,Tapioharvestwithoutthinnings10Tapioclearcut,Selectioncut1Selectioncut,Shortrotationharvest5shortrotationclearcut,TapioharvestwithoutthinningsTapioclearcut,Longrotationharvest5Longrotationclearcut,Tapioharvestwithoutthinningsm20Tapioclearcut,TapiothinningnatureThinningTapio,SA,Longrotationthinning15Thinninglongrotation,TapioharvestTapioclearcut,Selectioncut3Selectioncut,Selectioncut2Selectioncut,Longrotationharvest10Longrotationclearcut,TapiothinningThinningTapio,TapioharvestnaturesceneTapioclearcutwithnaturescene,Shortrotationthinning5Thinninglongrotation,Longrotationharvest30Longrotationclearcut,Selectioncut4Selectioncut,Longrotationharvest15Longrotationclearcut,Longrotationthinning10Thinninglongrotation
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6157141238860664,0.4376484102497354,0.6521597116972658,0.5348268527265962,0.46736534199189983,0.088705072916642,0.6260418445457726,0.585984845071242,0.47786901880180216,0.47786901879960025,0.4778690188152831,0.5110517649641747,0.1766940038458367,0.4154749216685115,0.399323953886354,0.25445312242934104,0.14857156537096403,0.28789622238698015,0.2148607649464949,0.21052197945400544,0.17761443663770074,0.4210871843688554,0.15951560862950012,0.1522536442510565,0.19614671430707312,0.21382689351917888,0.2085087916980049,0.1522536442510565,0.1523054315480003,0.45552034156202176,0.16098931276771133,0.19100108394146426,0.20005990632546278,0.19533099751901845,0.15709515227365153,0.43390340953307927,0.349528807172652,0.1801560505412975,0.3020418605433936,11865492.0,1.2411177,0.028617036552411535,0.0,0.9713829634475885,56.30528403859927,0.2199999988079071,45.84000022713892,0.0,0.0,35.28974364885069,0.0,5.8500000685453415,2.0,64.18000024370849,4.830000057816505,0.0,542.3499978335082,0.0,26.59999990463257,0.0,0.0,0.0,289.53000031784177,977.9749747193855,187.64999985694885,4.100000023841858
2,0.5395527823681301,0.4793196818294826,0.5529915158632002,0.507036700426242,0.1975856946544368,0.06852627730405877,0.6607726387363851,0.4087705446822088,0.2066490767202938,0.48501519417788463,0.20664907669548582,0.5999207953170504,0.14108524911705647,0.6383086827719525,0.5726887888376466,0.2627789622543281,0.07023925063910011,0.30873248313305374,0.17139276483718008,0.17253994878083895,0.13963482937835284,0.6305240129128686,0.10604436484388537,0.09632243054406543,0.15866134402067014,0.17270582188918834,0.19922172241562136,0.09632243054406543,0.10046288907020942,0.4508925645815709,0.11303776187647605,0.14167687041311366,0.14039628975234048,0.15551098524730614,0.11225485476132965,0.43715547806652344,0.5431490714371464,0.15700843919849283,0.32295459579338914,14968000.0,0.18262739,0.02814439621285264,0.9718556037871473,0.0,0.0,0.0,0.0,788.6799982041282,1.6900000125169754,0.0,384.16000022366643,0.0,0.0,63.12000030092895,0.0,15.970000237226486,0.0,932.2999266820012,0.0,32.74007490407839,21.310000374913216,2.75,0.0,0.0,0.0,0.0
3,0.6132309723793808,0.44901395877711986,0.653060627360152,0.5384163533823134,0.4613492088137132,0.08835855145518472,0.6341327864148781,0.5784988173834912,0.47782147837954775,0.4778214783786268,0.4778214783965565,0.5184790125514157,0.1758697143231293,0.4323040226955789,0.41132234976691506,0.25530391220135246,0.1452706827996428,0.2882980766052983,0.21559693129794036,0.21159953786662403,0.17513280562730626,0.4367916029050269,0.157509490605532,0.14948327742339165,0.19631485121915462,0.2126708214088763,0.21010449240356088,0.14948327742339165,0.14995025807558188,0.4571919719639727,0.15801271775556416,0.19131887923615973,0.19953405511654151,0.19531645748813267,0.15555985442659054,0.43671404960307253,0.36319400804212687,0.17898170306638117,0.3027328341965783,12267551.0,1.2455079,0.02814439621285264,0.09999999999926207,0.8718556037878851,56.493529569480735,0.2199999988079071,39.97000020745208,146.61199991699425,0.14000000059604645,23.93000030517578,14.640000134706497,4.871423285115936,2.0,63.12000030092895,2.0900000482797623,0.0,399.17999859154224,62.88000003999279,26.59999990463257,0.0,0.0,0.0,281.6000002808869,926.6230484741461,187.64999985694885,4.100000023841858
4,0.5331096072689552,0.4866614089347424,0.5702176040658936,0.5396042010622552,0.3178019165740059,0.07633224669831692,0.6487762657567421,0.46460076648381987,0.35500064379111085,0.4535427872563476,0.3550006437899965,0.5886861896412097,0.155536209153027,0.5639162030954586,0.5150253823413417,0.25744846803059357,0.09702136036224225,0.2949786675962276,0.18845698789654175,0.1919438126701513,0.15107018152576662,0.5617097098575954,0.12530141393560795,0.11560967036912363,0.1716998395792143,0.18770076386356785,0.20464075357876566,0.11560967036912363,0.11800731621690029,0.4474972818177665,0.12557149528457032,0.16176398865878047,0.16218666022514808,0.1697705356463251,0.1280534329369762,0.42950188120956334,0.4840798227928281,0.16048763553414835,0.30891350510147936,14478515.0,0.64563341,0.02814439621285264,0.8718556037820973,0.10000000000344492,6.564239531890159,0.0,12.099999934444574,740.9099980145693,1.6900000125169754,3.460000067949295,278.4322396804103,2.5799999982118607,0.0,63.12000030092895,0.14000000059604645,15.590000241994858,4.900000005993118,868.9957618601526,0.20000000298023224,26.850000321865082,19.89000040303341,2.969999998807907,116.62776047471077,56.550000093877316,21.149999991059303,0.0
5,0.5547097542064728,0.2353934423084967,0.9005142552717113,0.925996281803846,0.9043523877675486,0.7995599128998775,0.5678847070574761,0.788248311929115,0.7269297010028908,0.4399883231656375,0.7610201341147613,0.43998832316515635,0.8403455155946399,0.181174722048735,0.20012315787107293,0.8320842712907585,0.8403900543586931,0.839129063345246,0.8378933453005583,0.838936289763714,0.8304245325853413,0.1879828206552901,0.8479843817439459,0.8385805818137326,0.8355661215044982,0.8247078746129259,0.8311749326913859,0.8385805818137326,0.8381080962974504,0.8675144855130289,0.8448574698151754,0.8313399724015664,0.8395930967178771,0.8358183859447531,0.8516844631233758,0.8543694887852499,0.18552972789099922,0.8510695898950357,0.843162400111404,4352301.8,1.9198025,0.9000000000006068,0.0,0.09999999999939323,0.0,0.0,3.5,0.0,0.0,0.25,0.0,0.0,0.0,2018.4480008468602,0.0,0.0,138.2020004126631,0.0,0.0,0.0,0.0,0.0,4.315983535690379e-11,82.31999968019879,2.184882941910794e-10,0.0
6,0.530872474501859,0.2378059991010782,0.8914663530076782,0.9283329043232706,0.8949978475103931,0.8292889913635368,0.5614374607009993,0.7787240978395219,0.7125354329528277,0.42321595796931055,0.7382979865032836,0.4232159579734879,0.8655479439813358,0.1970687502490814,0.2119940819909296,0.8526573246958526,0.8608677186229834,0.860492661915699,0.8555897440046917,0.8567555652636937,0.854382745063241,0.20198451359126096,0.8666951565579226,0.861896066426138,0.8565229746249382,0.8463035111289962,0.8534282044248527,0.861896066426138,0.8620958023602745,0.883099880967264,0.8697669486278156,0.8491508840956168,0.8567503675670274,0.8563371657318293,0.8709354951814856,0.869697920824037,0.20262384241819933,0.872146576142925,0.8641925539083694,4721059.4,1.876289,0.9000000000045388,0.09999999999546118,0.0,0.0,0.0,0.0,99.36200107101037,0.0,0.0,9.719348486212193e-12,0.0,0.0,2018.4480008556786,0.0,0.0,0.0,124.90999901322732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5130914828026247,0.40468107771017464,0.6851175772092867,0.6783719046642694,0.4113336946611428,0.3074153498194766,0.6857204072562006,0.4965555403676731,0.49655554037535937,0.4965555403662188,0.4965555403562496,0.5852333102003049,0.34305472536129644,0.5308603501423806,0.4801927116406677,0.4830267489054373,0.2902222610057443,0.5167135196227288,0.3870928125875123,0.3850577834412369,0.3326252525567384,0.5240489902394747,0.3289040459678473,0.3067975907250614,0.3690227087579179,0.40689116989330876,0.39520981574578584,0.3067975907250614,0.3098112034076371,0.6277356033452373,0.3153128205338701,0.36231719841408416,0.36254487485181264,0.36663688916831205,0.3349054072950333,0.6210852386419542,0.45788410854214756,0.36423640654287104,0.5247165026076027,14416904.0,1.4979111,0.10000000000273426,0.899999999994635,0.0,0.0,0.0,0.0,766.1099974215031,1.6900000125169754,0.0,303.2825233112593,0.0,0.0,224.27200010007655,0.0,14.590000212192535,0.0,880.3993168371935,0.0,28.456162664484644,21.170000374341942,2.75,0.0,0.0,0.0,0.0
8,0.6385129643224421,0.365485532329542,0.7853264270758512,0.6921477966478938,0.5588053651802631,0.3013162684657807,0.7013235065883835,0.6220508709050523,0.5622987511073314,0.5622987511013076,0.5622987510856453,0.562298751103126,0.34949917325588237,0.41003991278066754,0.3899312114731896,0.4745468319698198,0.33011790549698383,0.5095461430694774,0.3971295107786639,0.38814588119123633,0.3473032871894738,0.41103186560444127,0.3468455137800418,0.3282937857193926,0.3757135265035108,0.4235306826575843,0.3847774459883199,0.3282937857193926,0.32837106632399743,0.639679864909596,0.33802915178705106,0.3754274148407007,0.3875275444906154,0.3745209345935611,0.34812169477091265,0.6322412236897883,0.3458837635091769,0.3680808584662168,0.5185732358343189,12432932.0,2.0777232,0.10000000000016539,0.0,0.9000000000003335,26.92804365815606,0.0,32.13000027835369,0.0,0.0,30.040000319480896,0.0,1.2000000476837158,0.8600000143051147,224.2720000943153,5.9700000286102295,0.0,711.1399971992164,0.0,23.95999988913536,0.0,0.0,0.0,173.78000047802925,869.1214832827351,140.49847559812923,2.8200000524520874
9,0.575089326873077,0.27281229784511224,0.8871477673990866,0.9184744770045188,0.8513280822740878,0.6997811078059505,0.6053371206778722,0.7843361965663154,0.6645622392925395,0.46768510692073256,0.7351194630078685,0.467685106921175,0.7591590858147089,0.23533485170336366,0.2500998285208245,0.7694431178112106,0.7551557257116748,0.7821926021512033,0.7597102987903712,0.7661178380061782,0.7476136677650744,0.24261231385971618,0.7640908058514619,0.7534579813145147,0.7544463504584752,0.7545485823101846,0.7580918712581924,0.7534579813145147,0.7533262736248739,0.8287066067677304,0.7617327383179601,0.748992166474743,0.7590672430738822,0.7535733810425309,0.7700036168222324,0.8175786952384959,0.22930626182740063,0.7706339998595328,0.7874699021258154,6510569.2,2.0753865,0.7999999999994559,0.0,0.20000000000054577,0.0,0.0,6.63000001013279,0.0,0.0,0.25,0.0,0.0,0.0,1794.1760007503349,0.0,0.0,296.3889707530214,0.0,0.0,0.0,0.0,0.0,2.0682082299064278e-11,145.2750294261208,0.0,0.0
