,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationthinning10Thinninglongrotation,Selectioncut4Selectioncut,Longrotationharvest15Longrotationclearcut,TapioharvestTapioclearcut,SA,Longrotationthinning30Thinninglongrotation,Shortrotationharvest5shortrotationclearcut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Longrotationharvest10Longrotationclearcut,Longrotationharvest30Longrotationclearcut,Longrotationthinning15Thinninglongrotation,Selectioncut3Selectioncut,Selectioncut1Selectioncut,Longrotationthinning5Thinninglongrotation,TapiothinningThinningTapio,TapioharvestwithoutthinningsTapioclearcut,Shortrotationthinning5Thinninglongrotation,TapiothinningnatureThinningTapio,Tapioharvestwithoutthinnings10Tapioclearcut,Longrotationharvest5Longrotationclearcut,Tapioharvestwithoutthinningsm20Tapioclearcut,Selectioncut2Selectioncut
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0.7832102534230403,0.3077309314402851,0.7274276486038769,0.3801678938854273,0.1646802128419908,0.0625741078270736,0.7652233733686846,0.39093073238582454,0.11034132202856818,0.7665253653155643,0.0230657717662602,0.5325353503052038,0.1284507767384187,0.6804714713885333,0.6056631310049075,0.2800409277731888,0.08417864912118656,0.3432226134804678,0.16103895961929374,0.14934705454148312,0.13881568727876906,0.6648009992040355,0.09373525997348328,0.08919338591137371,0.14102015162082718,0.19321476599642917,0.18040894502248037,0.08919338591137371,0.09071570245290894,0.5130173345771794,0.11083165594374847,0.13450881037043444,0.1477830301834803,0.13861286299426911,0.09596823837068603,0.5065356842665757,0.548514422582959,0.14295976933375557,0.35405724016259266,16150122.0,0.095892083,0.028380716382632086,0.00023632016977944684,0.9713829634475816,0.0,324.98000084237526,1.1299999952316284,0.0,63.65000027231872,0.11999999731779099,0.0,0.0,0.0,0.380000002682209,0.0,1811.6399993896484,0.5299999713897705,0.2199999988079071,0.0,2.4299999922654236,0.0,0,6.520000025629997,0.0,31.12000045195381,0.0
2,0.6363636911727115,0.41605933781596677,0.6037426561785423,0.4259544143037457,0.1011600218191029,0.06107466169887233,0.7202374852079434,0.32996988240560277,0.13353007762153832,0.5926823801585931,0.13353007761965185,0.6487486707848873,0.12927786936296684,0.742068420326249,0.6470989600787811,0.2733949726002474,0.05950511126030475,0.3320522535923957,0.15374556974221282,0.15497169812559206,0.12980373355071204,0.7221336252477626,0.0844327155592771,0.0806513812156692,0.13785229319936745,0.17071058070812997,0.19201869863054666,0.0806513812156692,0.08432574997869709,0.48727454708560763,0.10159239363488039,0.12487044427273783,0.12760451658480268,0.1344090721667456,0.09122430143552013,0.47587389327207863,0.620156662149273,0.14130504532156316,0.3447445345571779,16972845.0,0.0,0.02814439621285264,0.971855603787709,0.0,0.0,0.0,0.0,1.7526770552122855,63.12000030092895,0.0,0.8199999928474426,13.850000277161598,0.0,0.0,0.0,0.0,991.604539881868,0.0,13.710000194609165,0.0,2.629999965429306,0,0.0,69.85545928957012,0.0,1085.3773239831569
3,0.7580486764473643,0.32098128964978184,0.7169857884618599,0.38847729194374664,0.1474730042962767,0.05988411031571491,0.7687087638369544,0.37464251379362634,0.10779608092595377,0.7765264461395945,0.018491275149173016,0.5580374408770585,0.12493522203001042,0.7183875662803589,0.6339884191811012,0.2804339624020717,0.07353657855372837,0.3434403545099456,0.15791968880360835,0.14889343303169505,0.13192300529757064,0.7005469959870418,0.08479284027426777,0.07992564160371708,0.1366055808327968,0.18891727332195365,0.18082336337521904,0.07992564160371708,0.0826410847033148,0.515401285171867,0.10146496659057418,0.12986865762135852,0.1421434429108227,0.13344563255644445,0.08926136521000061,0.510248483257496,0.5812741350048269,0.136525024475355,0.3550926899785151,16717113.0,0.028385994,0.02814439621285264,0.10000000000219024,0.8718556037849572,0.2199999988079071,303.4800005890559,0.6899999976158142,0.0,63.12000030092895,0.11999999731779099,0.0,0.0,0.0,0.10000000149011612,0.0,1624.1379995400716,148.76200015308495,0.0,0.0,1.4800000041723251,0.0,0,3.1800000369548798,0.0,21.92000037431717,75.50999994577153
4,0.6767516407329056,0.40189088859723215,0.6391581511129526,0.40967597376171183,0.09815442089778083,0.05850448563963696,0.7503627664563045,0.3339892758427214,0.09371680175696213,0.693496480227158,0.09371680176235973,0.6235264316566989,0.12425310301937667,0.7719546844774555,0.6713273781828408,0.2825837870691308,0.05997927982903917,0.34669828112024503,0.1499410155817085,0.14864011727954043,0.12636611217942995,0.7488543149884759,0.07885907476729574,0.07562145704500646,0.13144773194330522,0.17899661621017823,0.18593707150892821,0.07562145704500646,0.07882672449439262,0.5109595724536885,0.09732811703529787,0.12158771722402241,0.12845942931267693,0.1282672253651013,0.08493613658944071,0.5023463634541636,0.6386982703974927,0.13498069493023213,0.3594498152909199,17432811.0,0.0,0.02814439621285264,0.8718556037814901,0.10000000000565731,0.0,139.04400969194896,1.699999988079071,0.0,63.12000030092895,0.8000000044703484,0.8199999928474426,11.820000290870667,0.0,8.700000245124102,0.14000000059604645,70.53799018237407,1017.142009869482,0.0,0.2199999988079071,1.25,0.0,0,1.3900000154972076,4.980000019073486,0.7099999785423279,920.3459903608524
5,0.5334735377783276,0.2085791374174442,0.915088947742259,0.9105302334184809,0.8900193479425542,0.8422816813091699,0.5803746962753977,0.783841362349231,0.7730756971248419,0.37647619700385243,0.761310067012422,0.45478127200790314,0.8849147752082841,0.1651215973531216,0.18534162297848142,0.8789434281546712,0.8850490018582785,0.8876833062920495,0.8723292257042001,0.8725450110163818,0.8706743838795915,0.17234877697700457,0.8875856693134343,0.8859934083483221,0.8736022944552053,0.8722599094666738,0.8752148456136895,0.8859934083483221,0.8849942888591265,0.9050746347855465,0.8945967461535419,0.8670741630022443,0.8740541535438108,0.873672688468585,0.8916538349694212,0.8958838029355832,0.17388550602035813,0.8995298129224105,0.8922309173776035,5108249.9,1.7072482,0.9000000000035581,0.0,0.09999999999644199,0.0,5.029999852187897,0.0,0.0,2018.448000853479,0.0,0.0,0.0,0.0,0.0,0.0,219.2420002337872,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6,0.5205092736335786,0.22572420872703822,0.9004304556417412,0.9130030005192812,0.8839832862044834,0.8463353358051703,0.571412433653337,0.7823809258291967,0.7516067748099354,0.3829629247602882,0.761310067012422,0.4612051017427165,0.8874026850529084,0.1702770630485543,0.18853993977065941,0.8818397819434215,0.885854808616697,0.8916928856338695,0.874830204028353,0.8754825600330447,0.8737500133849254,0.17587282939016485,0.8915326706067231,0.8887009065014209,0.8772956333328743,0.8738468929598074,0.8795084514624518,0.8887009065014209,0.8876891212628988,0.9070542488851566,0.8980451023670786,0.8695760009574888,0.8760249319594027,0.8775541917398203,0.8951782553961738,0.8971940001297054,0.1814714191034452,0.9039394378744651,0.8959911140691901,5236238.8,1.7117375,0.8999999999984504,0.1000000000015366,0.0,0.0,0.0,0.0,0.0,2018.448000842024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.3620006821442,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,89.9099994153292
7,0.6375747054795757,0.3852393595308209,0.6342042557734778,0.49580190767204096,0.11911677936857165,0.0762888235105067,0.7687760989232717,0.3595240327110243,0.06959735092306228,0.6795988631452845,0.07206442941163603,0.6352697565270743,0.14882940127376823,0.8031614440965674,0.706251337478503,0.321274273004919,0.08349311105433097,0.3909518805827322,0.16870752064757327,0.17503594672509065,0.1491270439253666,0.7813225727498535,0.1042007835618475,0.10128043226629604,0.14971856664986208,0.21278460947044114,0.21109456135793425,0.10128043226629604,0.10489583057532967,0.5344350335450143,0.12415449654554589,0.13922840342676243,0.14503668214686677,0.14574604840349054,0.1135311714798387,0.5233079349541233,0.683650741034244,0.16372157864545075,0.40224364274134494,17231000.0,0.01439623,0.09999999999896077,0.9000000000010392,0.0,0.0,0.0,0.0,0.0,224.2720000916694,0.0,9.416809701012219e-11,0.0,0.0,0.0,0.0,0.0,1092.229999281466,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,926.2180015665729
8,0.7854201919211826,0.30547467786396953,0.7604375367056981,0.4478221491554941,0.2018742731323796,0.10205032879852335,0.7915750231680061,0.42378897301342067,0.13473138514485355,0.7776898126391835,0.13473138514735403,0.5452820731665209,0.17241819791827462,0.6823534744023183,0.6100396555912533,0.3336807942406107,0.13169869127026732,0.40275141925979024,0.19673484537949337,0.18848360571197323,0.1866310515293038,0.6674815139878127,0.14011844641180854,0.1377014145159048,0.17902705828495036,0.241860115507085,0.22169254416213224,0.1377014145159048,0.13925441754641907,0.5528987844850043,0.16286031457899888,0.17111519783627285,0.1844208980095738,0.1764504871775221,0.1439107043425129,0.5506222808830089,0.5576589424011308,0.19294253032559808,0.41216722975578196,15980705.0,0.51816113,0.09999999999798823,0.0,0.9000000000020116,0.0,308.7900008857319,0.0,0.0,224.2720000894394,0.0,0.0,0.0,0.0,0.0,0.0,1709.6579999642793,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9,0.6119273282207993,0.23324572268263974,0.8919300900205269,0.8810611699740836,0.7700974005675778,0.6608796083060137,0.6474835260820825,0.7782089362533564,0.580613015450522,0.41792459326486286,0.697571685462996,0.48330241856418893,0.7389690123277809,0.25765451374907533,0.2663061702701814,0.7604972234248296,0.7274082741693385,0.7809503564870536,0.7219837868992163,0.7342192578162954,0.7289488869488568,0.26585279192860306,0.7289712403128024,0.7291799140198939,0.7214946662566325,0.7427400536639961,0.7427014989904334,0.7291799140198939,0.7299421161831021,0.824668288137384,0.7456335567266484,0.710089534665027,0.7205117920224078,0.718957342719771,0.7383435049728837,0.8184285886996815,0.2435822406542064,0.7518248733396183,0.7889457236251454,7329121.6,1.92206,0.8000000000012566,0.0,0.19999999999874335,0.0,13.619999840863015,0.0,0.0,1794.176000754373,0.0,0.0,0.0,0.0,0.0,0.0,434.92400034423974,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
