,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationharvest10Longrotationclearcut,Selectioncut2Selectioncut,TapiothinningnatureThinningTapio,Selectioncut1Selectioncut,TapioharvestwithoutthinningsTapioclearcut,Longrotationharvest15Longrotationclearcut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Longrotationharvest30Longrotationclearcut,Longrotationharvest5Longrotationclearcut,TapioharvestTapioclearcut,Tapioharvestwithoutthinnings10Tapioclearcut,Longrotationthinning30Thinninglongrotation,Longrotationthinning15Thinninglongrotation,SA,Shortrotationharvest5shortrotationclearcut,TapiothinningThinningTapio,Shortrotationthinning5Thinninglongrotation,Selectioncut3Selectioncut,Longrotationthinning5Thinninglongrotation,Longrotationthinning10Thinninglongrotation,Selectioncut4Selectioncut,Tapioharvestwithoutthinningsm20Tapioclearcut
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7480164253660412,0.3625465203360362,0.7262046716684705,0.43838509520266145,0.25535493020232525,0.07017783141966384,0.7568500872038302,0.4645382863784718,0.24511140930029549,0.7208608939893926,0.2451114092912848,0.5521780662184043,0.1410669547573044,0.6060793242912684,0.5456080549623421,0.27905237223395735,0.10124074644211105,0.3354067495329886,0.17822368051158208,0.1692828378709961,0.14977546898157332,0.5973665493421545,0.1112710899851391,0.10430243202605861,0.1574663524710609,0.20528728611044508,0.19125798337185412,0.10430243202605861,0.10521545310783029,0.5081100637924187,0.12351498841461989,0.15206756317516026,0.16587540036645296,0.15542669052435754,0.11261944315904461,0.5000983975897391,0.48444822974245133,0.15335064978220836,0.348369057050645,15706011.0,0.66268816,0.028617036552411535,0.0,0.9713829634475882,4.189999997615814,0.0,0.5600000023841858,0.0,2.8099999875443546,18.940000012516975,0.0,47.18540693554868,0.0,0.0,18.550000086426735,5.150000013411045,0.5199999958276749,64.18000024370849,0.0,0.0,0.0,1434.3399984091932,0.2199999988079071,2.8200000524520874,635.4145951409281,7.8400000631809235
2,0.6264947840608115,0.4224293847132994,0.6000430211979116,0.4427616776724161,0.11043103671197527,0.06048802172503021,0.7250622570640155,0.3430827917565398,0.1290156616503985,0.5915357424061018,0.12901566165960252,0.6458528059559642,0.12778433834486877,0.739305851889063,0.6448041485985164,0.27357904299203023,0.057345853780441124,0.331141972046762,0.15473159699099384,0.1563219010328037,0.1275724677701831,0.7211338664213396,0.08368320450938671,0.07785670964694703,0.13817268638387176,0.17088974415493174,0.19227069515768128,0.07785670964694703,0.08146777154953794,0.4862434526313852,0.09828831768937069,0.12537806590539244,0.1282001498134015,0.1347066076257645,0.09028779344174206,0.475884962861971,0.6160829556115988,0.13986688428511762,0.3441232466267271,16945834.0,0.0,0.02814439621285264,0.9718556037871473,0.0,0.0,1049.0175153980126,0.0,1015.5699984878302,0.0,0.0,12.400000289082527,0.0,80.93247601548867,2.2900000512599945,0.0,0.0,0.0,63.12000030092895,0.9599999934434891,18.21001040458939,0.2199999988079071,0.0,0.0,0.0,0.0,0.0
3,0.7359078868034689,0.3738775485142716,0.7237414294226432,0.4445627680825037,0.24327206388763417,0.06845183891043888,0.7640302346488324,0.4499662968889779,0.24291006696137557,0.7274881854872194,0.2429100669628277,0.5696907918418405,0.13832230644779997,0.6352479003642533,0.5664366532865454,0.28032800313366557,0.09355358887932613,0.33624597581819743,0.1765056428688214,0.16931828733780138,0.1447843143201828,0.6248420912581464,0.1051936646520901,0.09725765603354475,0.1546000071481052,0.20261783989696458,0.19193863380319118,0.09725765603354475,0.09871058410762859,0.5104761793996331,0.11586491574905491,0.14957069503167528,0.1623974623958801,0.15224908041741295,0.10761723425029689,0.5034613439156846,0.5087922492066984,0.14857022206011877,0.34972407482287543,16250954.0,0.63377955,0.02814439621285264,0.09999999998979194,0.8718556037970702,4.189999997615814,60.87200025874395,0.5600000023841858,163.3999998123066,2.519999995827675,18.940000012540587,0.0,39.145193345217265,0.0,0.0,12.140000060200691,5.150000013411045,0.5199999958276749,63.12000030092895,0.0,0.0,0.0,1254.0179985349887,0.2199999988079071,2.8200000524520874,607.2648084946129,7.8400000631809235
4,0.6506624910070831,0.42266637398217977,0.640415376669534,0.45517425355770386,0.16709922114548242,0.06370682529040952,0.7462314908690569,0.38113999528602716,0.1868393481653206,0.6624253006436828,0.18683934818839856,0.629489952821685,0.13222518198054387,0.7151207866783013,0.6244574813649355,0.28020283346414776,0.0704796250332528,0.3377874169448201,0.1636227649019443,0.16365089244798886,0.13338244839282434,0.6980421908994786,0.09127809350940096,0.08455558549692549,0.14378058839462327,0.18639618623630333,0.19328942977720479,0.08455558549692549,0.08724770934593608,0.5026518890500423,0.1038601561779139,0.1352751021023542,0.1421168531944063,0.14079219075969532,0.09641347099430173,0.49454393872861807,0.5886116321226476,0.14148364648301667,0.3513963009513802,17072142.0,0.27235621,0.02814439621285264,0.8718556037859467,0.10000000000120073,0.7300000190734863,939.5880462185772,0.0,991.3899540164774,1.4200000017881393,17.790000036358833,11.820000290870667,28.030045631483514,9.78999999165535,1.0000000298023224,3.850000023841858,3.539999984204769,0.5199999958276749,63.12000030092895,0.9599999934434891,0.7800000011920929,0.0,18.601954658282253,0.0,2.8200000524520874,146.80999969691038,0.1599999964237213
5,0.5467143409475516,0.21320455954935771,0.9121118997957277,0.9126439145899479,0.8944286110740627,0.8270797113526739,0.5740705971083654,0.7876482107730046,0.7358636843380012,0.41685728993911664,0.761310067012422,0.43087015123591993,0.8714596264863648,0.16656624657071406,0.18629380737716622,0.8623577192839751,0.8704754668318979,0.8726302395342183,0.8646933165568127,0.8668752244634915,0.860085767711218,0.17341957528732663,0.8784473610882021,0.8708023516785224,0.8654902003714702,0.8552052078903862,0.8674727414253429,0.8708023516785224,0.8701024552549493,0.8914539531481761,0.8811373931368497,0.8583178756414442,0.8666478319007573,0.8653835165949678,0.8826770457622318,0.8814670045122958,0.17346378519826666,0.8889018438246075,0.8772756191395683,5034658.4,1.8052924,0.9000000000016505,0.0,0.0999999999983495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.448000849201,0.0,0.0,0.0,201.552000285326,0.0,0.0,22.719999805221562,0.0
6,0.5295834337304781,0.22701272438888442,0.8987597864021017,0.9212542136873175,0.894533001346088,0.840453515460923,0.5718304501129914,0.7877705447165567,0.7417823635539365,0.3923180312319039,0.761310067012422,0.44826941999847447,0.8816327912795375,0.17253886996080878,0.19098768949274025,0.8780053458721346,0.8792333542890445,0.8870273197505404,0.875168087523156,0.8768677591687716,0.8683341425450719,0.17794463878108935,0.8907657413707921,0.8815744406766076,0.8769597310597712,0.870467377837588,0.8779012451167737,0.8815744406766076,0.8808856671235455,0.903497041741915,0.8914422467106459,0.8694041714804076,0.8767895835124907,0.8773370130885471,0.8943242503397462,0.8931615332454494,0.18342402913086814,0.9004500626384162,0.8916171471327832,5190534.5,1.7600732,0.9000000000028838,0.0999999999971148,0.0,0.0,78.16999942075122,0.0,146.10200066707674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.448000851967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5872745768007234,0.37617819758226173,0.7072202006122628,0.6344823147274296,0.2981786586872141,0.24756237628822766,0.7550191013789783,0.43498357951328104,0.37071677845649137,0.5858177224486174,0.3707167784647631,0.6446588422528516,0.29507058297442623,0.6662014293576856,0.594596349998786,0.46010247815618577,0.23695134634134551,0.5086145510082425,0.3302758344131386,0.3340681228010793,0.2866535007736776,0.6523675172504173,0.26774356102337843,0.2515847610120086,0.3096283449476903,0.3689872013764539,0.3547339896080687,0.2515847610120086,0.25474551643518295,0.6263797839594485,0.2651339318675471,0.3044047388144797,0.3075421380790058,0.3062242617552578,0.2763035155227438,0.6225336255649105,0.5721137269775255,0.3130179712755109,0.5163159148082715,16579568.0,1.1323216,0.09999999999977514,0.9000000000002248,0.0,0.0,961.9480009204945,0.0,1031.729999437947,0.0,0.0,11.820000290870667,0.0,12.460000187158585,0.0,0.0,0.0,0.0,224.27200009345898,0.0,0.49000000953674316,0.0,0.0,0.0,0.0,0.0,0.0
8,0.710260685399234,0.3346611894307923,0.7995349873448119,0.6156817528227487,0.38214903244915216,0.2464404425216555,0.7718633728920317,0.5221730405087552,0.45189798671847986,0.6539803427575196,0.45189798671115206,0.5714873287856348,0.29559123569325707,0.5625790428779236,0.518883756802574,0.45472793118119714,0.26078459010517613,0.5037258561856297,0.33786153759259696,0.3312394438552,0.29693012229452637,0.5567349227902748,0.27984889316522504,0.26289305243401195,0.3158161617609388,0.38203199280002087,0.3452505868234592,0.26289305243401195,0.264235393154082,0.6301556528781498,0.2778304036545624,0.3139957401339001,0.3255624898023008,0.31355672731605694,0.2846004999820548,0.6276292196419707,0.4684815344724638,0.318467440705767,0.5111891715330306,15273831.0,1.6114195,0.10000000000067374,0.0,0.9000000000001199,1.8899999856948853,0.0,0.0,0.0,0.0,0.0,0.0,17.31000041969875,0.0,0.0,12.500000059604645,1.9199999794363976,0.0,224.27200009554736,0.0,0.0,0.0,1411.8799986095269,0.0,2.8200000524520874,562.4480016727615,7.680000066757202
9,0.6164485719159166,0.2441916316322144,0.8982661299500138,0.8944749772412146,0.8016267000179682,0.6744949879328488,0.6361831081009477,0.7901898704134901,0.5730620690757846,0.4572481225512377,0.7057288589821741,0.4572481225471009,0.7513062847459548,0.2419238836659029,0.2532583999660067,0.760079076942419,0.7423431060008204,0.7807939571048995,0.7374099225480468,0.7484984894547331,0.744754926086323,0.24964326970654857,0.74780801450998,0.7432532858737937,0.7375792363647165,0.742797179288604,0.7536495442473036,0.7432532858737937,0.7436207521529553,0.8272420530672694,0.7601835382007142,0.7259273391656474,0.7375584808375856,0.7354843899700441,0.756445242111984,0.8210519702341373,0.23099226467721198,0.7660934299471232,0.7870198971094962,7242210.7,2.0312504,0.7999999999916628,0.0,0.20000000000833612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6588937390044185e-12,0.0,0.0,0.0,0.0,0.0,1794.176000732857,0.0,0.0,0.0,406.9643887464467,0.0,0.0,41.579611460287055,0.0
