,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationthinning5Thinninglongrotation,Selectioncut3Selectioncut,Tapioharvestwithoutthinningsm20Tapioclearcut,Longrotationthinning15Thinninglongrotation,TapioharvestTapioclearcut,TapiothinningThinningTapio,Longrotationharvest5Longrotationclearcut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Shortrotationharvest5shortrotationclearcut,Longrotationthinning30Thinninglongrotation,Shortrotationthinning5Thinninglongrotation,Selectioncut1Selectioncut,TapioharvestwithoutthinningsTapioclearcut,Longrotationharvest30Longrotationclearcut,Selectioncut4Selectioncut,Selectioncut2Selectioncut,Longrotationharvest15Longrotationclearcut,TapiothinningnatureThinningTapio,Longrotationthinning10Thinninglongrotation,Tapioharvestwithoutthinnings10Tapioclearcut,SA,Longrotationharvest10Longrotationclearcut
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0
1,0.5766032318639255,0.4523016703137018,0.6111792880180478,0.5531228871803762,0.5205057268854105,0.09136432849942443,0.5840966028956049,0.6316634275999199,0.4743360718768578,0.47433607188295296,0.4743360718846515,0.474336071883917,0.18447325305765178,0.3761188550745894,0.37269960803440394,0.24190043829024976,0.16271162747987805,0.27112484916129803,0.2156766891309825,0.21337385280427906,0.18419163714963066,0.38478088459950505,0.17069615887542056,0.16605149153146037,0.2005480571051986,0.2108046856518398,0.20607500430914744,0.16605149153146037,0.16538724938811744,0.4382434517849347,0.17154523907386118,0.19440900055390484,0.20273755555373987,0.20066208110185565,0.16557300402352326,0.41343800394849045,0.3280048959233748,0.18234855791587146,0.2855754227738749,8883647.8,1.2353383,0.028617036552411535,0.0,0.971382963451307,0.2199999988079071,153.34000004827976,10.514892540089054,4.830000057816505,0.0,0.0,0.0,0.0,0.0,55.59000065177679,0.0,0.0,48.22999995946884,437.8501888845375,1038.5049189870879,0.0,290.7299996614456,2.0,4.100000023841858,106.02999998629093,64.18000024370849,26.59999990463257
2,0.49972412552408896,0.4968712287497312,0.5207797611172171,0.505930750684067,0.23385538262840733,0.07764137976501483,0.5960756965675316,0.43978259649350504,0.24046174467228953,0.4258601483520408,0.24046174466956372,0.5556810795933059,0.15900981002570208,0.5673522745314723,0.5199294436516262,0.25045172808031935,0.0894846279887529,0.2896944821679425,0.17740922523774144,0.1764616612658756,0.1639874938335522,0.5643071686102126,0.12749637490027166,0.12299586585345039,0.17261214122566287,0.1689137866756817,0.20142537098179186,0.12299586585345039,0.1278433928578041,0.4171643479179267,0.14023603721649483,0.15065023342851042,0.14622977457823966,0.17012036611226372,0.13312195439198368,0.4032051506877953,0.49279615927291676,0.17528279615695755,0.3046422574853597,12503077.0,0.2358044,0.02814439621285264,0.9718556037871473,0.0,0.0,0.0,0.0,0.0,15.970000237226486,41.24000050872564,672.648380572443,63.2800004482982,1.6900000125169754,0.0,5.579999893903732,566.4616182535658,0.0,0.0,0.0,812.7300007119775,0.0,0.0,0.0,0.0,63.12000030092895,0.0
3,0.5772918162826016,0.45963284403097376,0.6129897252401335,0.5547770154663393,0.5184966292101856,0.09144142827509297,0.5891874266842483,0.6289491230276484,0.475172849998024,0.47517285000079323,0.4751728500237561,0.475172849996713,0.1844710950313104,0.3824169198746531,0.3767202732354345,0.2420119718073043,0.16189169830332897,0.2713006392799926,0.21609660511091447,0.2140869907162752,0.1832124992422665,0.39066929393382643,0.1704869259929096,0.16556524822823138,0.20094883396817653,0.20987878560742415,0.20722284398416368,0.16556524822823138,0.16485340453879968,0.43912804049211157,0.17089055397424205,0.19481212746023976,0.20278826645881995,0.2011061571324144,0.1653746856116895,0.4150357317929656,0.3322443134273745,0.18238230296712837,0.2857659596937189,9036200.7,1.2481407,0.02814439621285264,0.07185560379519568,0.9000000000009407,0.0,103.15000011026859,11.340000197291374,1.9500000476837158,15.090000241994858,1.1399999856948853,31.32999984920025,4.019999980926514,1.6900000125169754,56.1699185237529,1.4999999701976776,40.4319994993584,7.1601042542573285,434.643882045896,987.1440959211985,65.95000027120113,283.5499997138977,0.8600000143051147,1.5700000524520874,104.31000006198883,63.12000030092895,26.59999990465772
4,0.4925343065247233,0.5043136267413689,0.5386086757925284,0.5404956957344118,0.3550807936081391,0.08451282962088799,0.5858617944515846,0.4947173304063323,0.3854841628724316,0.3930207089478591,0.3854841628733823,0.5538380443501038,0.1716769023141855,0.49461768377380133,0.4638232884753472,0.24554193727016363,0.11332401765128952,0.2768283906833875,0.19468973549432028,0.19640476471716087,0.17108996303305762,0.49697017929494275,0.1443559531357315,0.13860590723182853,0.1844287840158384,0.1843385272882995,0.20670685421289325,0.13860590723182853,0.14151660090307966,0.4190237314213462,0.14805152564314705,0.1698082997893779,0.1676306915129432,0.1829070941017464,0.14630195145795027,0.3985124239796152,0.4356161480320053,0.1756969629775882,0.2914779185678408,12052840.0,0.68953148,0.02814439621285264,0.8718556037886378,0.09999999999956859,0.0,4.379999995231628,2.010000005364418,0.14000000059604645,15.590000241994858,35.66544518524053,549.8145561326089,59.9000004529953,1.6900000125169754,7.119999997317791,5.359999895095825,523.3599976748587,4.060000061988831,127.01000015810132,45.63199987259404,763.9480009526376,18.310000002384186,0.0,0.0,15.409999996423721,63.12000030092895,0.20000000298023224
5,0.534846741400593,0.26272753925166403,0.8849538964834778,0.9343452437089205,0.9036197385544363,0.7825149447070698,0.5692062352709114,0.7782207829583755,0.7500010848358618,0.449427476818697,0.7209127514824928,0.4494274768216272,0.8152673306070838,0.20102949397604677,0.21917980638645299,0.8192475585956601,0.8157668669282178,0.8242534627867584,0.8161909165530888,0.8141897434967874,0.8044843786264734,0.20799715657220108,0.8205782058502221,0.8127764132649915,0.8101056952554472,0.8107084016011795,0.800842863857495,0.8127764132649915,0.8125769773809384,0.8578853730873359,0.8152924760991058,0.8082939277430815,0.8164460582034456,0.8101464795500479,0.8240247866536117,0.8429381697830347,0.20326728999835003,0.8199096610659976,0.8273704291514483,3268996.3,1.9721464,0.9000000000030572,0.0,0.09999999999863336,0.0,87.83999963104725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,4.2017435944798076e-11,110.84200042646621,0.0,0.0,0.0,0.0,24.640000045316405,2018.4480008523558,0.0
6,0.5073815531988617,0.2464758324027907,0.8895010930601724,0.9351319986750617,0.8998482584772239,0.8227873699787187,0.558697638170414,0.7609566019960166,0.7545497840531558,0.4291403197358116,0.6932187918135926,0.42914031973981015,0.8480370604657805,0.2151967320227295,0.2255527476421069,0.8381678405831017,0.8401510607508247,0.8416041498984768,0.8507258105924816,0.8481869515660767,0.8326484389760231,0.21883309770353496,0.8485827594348128,0.8401013159465289,0.8459761464088251,0.8315569934402942,0.8371869626964487,0.8401013159465289,0.8407058909015622,0.8725141190393231,0.8419909394483157,0.8424678718098688,0.84837001654654,0.8454238043369527,0.8526372705575452,0.8571417751256245,0.21748102569224023,0.8489816822809377,0.8454064373139193,3695432.0,1.9106441,0.9000000000024121,0.09999999999758728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.15999956437321,0.0,0.0,0.0,113.11200052431286,0.0,0.0,0.0,0.0,2018.448000850909,0.0
7,0.49170181183732864,0.414567207668509,0.6735460400649835,0.6788540380673515,0.44215273006800787,0.3235981386607354,0.6527343501465608,0.5204041139990031,0.497420932008417,0.49742093200615406,0.497420931992402,0.5399964318961988,0.3601041457551336,0.47685119742709586,0.4381724259972013,0.4868509512329726,0.30713961652281824,0.5182195648543414,0.3987283691950751,0.3935418866391046,0.3530649286797763,0.47259233669501904,0.3473257027867365,0.3275110920172036,0.3853288262953762,0.413809556965994,0.4024254868404558,0.3275110920172036,0.33119160266483805,0.6244133789199817,0.33744499723839805,0.3744183629334461,0.3752008189242154,0.38295915290280386,0.35364545967879096,0.6200355152475976,0.4163469753446547,0.3813171510183751,0.5269735771207328,12567301.0,1.5290998,0.09999999999873546,0.9000000000012651,0.0,0.0,0.0,0.0,0.0,14.590000212192535,30.270000398159027,541.4361104729041,39.13000065088272,1.6900000125169754,0.0,5.359999895095825,552.8339622767448,0.0,0.0,0.0,833.1379269298407,0.0,0.0,0.0,0.0,224.27200009110837,0.0
8,0.6016019036781802,0.4033949298901576,0.7411135005299497,0.717493567022362,0.6083618086946311,0.2958240689588191,0.6524347148782275,0.6580757184775811,0.5324625386018771,0.5324625386074017,0.5324625386056163,0.5324625386098961,0.35069382026864365,0.3788469425654065,0.37551051114264106,0.44983779894160675,0.33711178209535336,0.48155475947947013,0.3894104468111262,0.38356702557099037,0.3476359697523729,0.38481036274545344,0.3485388127754101,0.3346914500389779,0.3712389761925799,0.40905189046873175,0.37448968245744163,0.3346914500389779,0.3346914500389829,0.6089149986958688,0.34105731129316663,0.3696481211070094,0.3804719197444499,0.3701437104611262,0.3485308732897559,0.59878637085756,0.33469145003991496,0.36163921422936335,0.49014920777131815,9394301.3,2.0439671,0.09999999999983099,0.0,0.900000000000169,0.0,301.67753830202946,2.2200000286102295,4.690000057220459,0.0,0.0,0.0,0.0,0.0,40.360000401735306,0.0,0.0,40.62574285861023,281.6649094413254,957.1823981791426,0.0,247.6899996995926,0.0,4.100000023841858,114.60741197777952,224.27200009365976,23.62999987602234
9,0.5390460940979377,0.3030482241822319,0.8644648881678234,0.9313316936176577,0.8695737611018803,0.707060854307148,0.5872372792230882,0.773216598722486,0.7080506944378648,0.4721102126777312,0.6911803250244497,0.4721102126762603,0.7508178203710443,0.24230012260211348,0.26035258149410473,0.7650982978014753,0.7492152890920755,0.7744897703734859,0.7549318502547129,0.7551208005020729,0.7401603554735711,0.250133536089988,0.7551778124468136,0.7457917836864594,0.7456969311187052,0.7498861684362916,0.7393120809984765,0.7457917836864594,0.7457445429513959,0.8218784523407685,0.7477495615783689,0.7445639645147083,0.752977121498125,0.7450958205926941,0.7592176372017099,0.807915279312027,0.24059495900572053,0.7550848350240704,0.7772406087936968,4608020.4,2.0936367,0.7999999999808485,0.0,0.20000000001915025,0.0,188.26932116084896,2.880000054836273,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000476837158,0.0,0.0,4.419999927282333,2.194761317816782e-10,208.10467908319097,0.0,1.6350927954528272e-11,0.0,0.0,42.919999957084656,1794.1760007086034,0.0
