,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationharvest5Longrotationclearcut,TapioharvestTapioclearcut,Shortrotationthinning5Thinninglongrotation,Shortrotationharvest5shortrotationclearcut,Selectioncut2Selectioncut,Longrotationharvest10Longrotationclearcut,TapiothinningnatureThinningTapio,Longrotationharvest15Longrotationclearcut,Selectioncut4Selectioncut,Longrotationthinning5Thinninglongrotation,Selectioncut3Selectioncut,Selectioncut1Selectioncut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Tapioharvestwithoutthinningsm20Tapioclearcut,Longrotationharvest30Longrotationclearcut,Longrotationthinning30Thinninglongrotation,Longrotationthinning10Thinninglongrotation,Tapioharvestwithoutthinnings10Tapioclearcut,Longrotationthinning15Thinninglongrotation,TapiothinningThinningTapio,TapioharvestwithoutthinningsTapioclearcut,SA
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437
1,0.7132807441535935,0.38801500122098026,0.7091792155852221,0.46878513631101093,0.3108062484396553,0.07387133914595682,0.7280345299506829,0.4984218642775243,0.3312762958358364,0.6608760966211349,0.33127629583250306,0.5524451403066714,0.1474954475899214,0.5617700200006711,0.5120092072572197,0.2740184883249314,0.11020413532060633,0.32458818233204784,0.18757061645800274,0.18025008070136997,0.15355149305379964,0.5566960706578704,0.12112568688018163,0.11245303671985592,0.16650627630555478,0.20892618785445444,0.19566561338129054,0.11245303671985592,0.11313324330253068,0.4968750599082438,0.12921484722375576,0.16157814994939015,0.1745929769738779,0.16444595021890093,0.12176454483027456,0.4850507880421206,0.45265619097604604,0.15782495582427422,0.33795586078049655,15142316.0,0.86568542,0.028617036552411535,0.0,0.9713829634475885,0.0,0.0,0.0,0.0,0.0,8.389999985694885,0.5600000023841858,49.79999999701977,750.3200017140437,0.2199999988079071,1230.9638055321002,0.0,0.0,9.720000132918358,87.61619277115608,13.790000326931477,2.8200000524520874,20.06000016629696,0.5199999958276749,0.0,3.7600000203269093,64.18000024370849
2,0.6192368265142869,0.42568996508346985,0.5961804794956944,0.45446271871410193,0.11943412247433458,0.06050039959932961,0.7269043929138334,0.35191803582113435,0.12574029740140047,0.5877126785003702,0.12574029740428724,0.6374363141892876,0.1278069662423079,0.7389763491247887,0.6471029665138739,0.27376768744189556,0.05679330072463806,0.33086535980590903,0.15544332630218832,0.15790479862296058,0.1272467522189811,0.7218847546485313,0.0838506668859951,0.07706229186744673,0.13867425915462842,0.17185317666983027,0.19295386834405645,0.07706229186744673,0.08063813906799504,0.4850423121453009,0.0970243741311952,0.12588501899577384,0.12876052420822304,0.13517114238934583,0.09056020843615001,0.47450189574733403,0.6175996740573407,0.1396955197300508,0.34385140674466635,16883797.0,0.0,0.02814439621285264,0.971855603784044,0.0,99.58577497673657,2.2900000512599945,0.2199999988079071,0.9599999934434891,1036.4733537182744,0.0,0.0,0.0,0.0,0.0,0.0,1010.8908712674817,11.960000291466713,0.0,0.0,0.0,0.0,0.0,0.0,17.220000334084034,0.0,63.12000030092895
3,0.7056821733322582,0.3977705523406734,0.7097838950187585,0.4746077608906413,0.2996059649772938,0.07261056286118979,0.7389122405277397,0.4853265080088194,0.33080637705370963,0.6670935077008749,0.3308063770454138,0.5672953785102305,0.14544405519468173,0.5875792378509878,0.5304863087773503,0.2757571387784325,0.1034307535852525,0.3263185231659195,0.18699378730578314,0.18049807068568235,0.14951941978485514,0.5808843108316485,0.11638932786157982,0.10637081693189852,0.16473149529883752,0.20720382014093242,0.19659056352248638,0.10637081693189852,0.10749691723940473,0.5000443178403124,0.1226844661123302,0.16022605936899978,0.172363508821094,0.1624884497591292,0.11791531130725924,0.48909140781825583,0.47399086396560725,0.15456441125423773,0.33981821337912316,15663047.0,0.85021669,0.02814439621285264,0.10000000000607195,0.8718556037810754,0.5399999916553497,0.0,0.0,0.14000000059604645,68.01200032570118,8.389999985765304,0.5600000023841858,49.1000000089407,709.6071497379186,0.0,1064.8279979494523,155.5799997896095,0.0,8.520000085234642,79.90000042695262,13.722852108037314,3.0400000512599945,13.670000150799751,0.5199999958276749,0.0,3.4700000286102295,63.12000030092895
4,0.6264859938138005,0.4339282252135784,0.6310805389339476,0.48136826117690984,0.21116213826467603,0.06687419272657788,0.7290572792750669,0.40749568305349915,0.25662619423677663,0.610603956814886,0.25662619423473815,0.6320427842714385,0.1381758049287595,0.6801152475866085,0.5995712836329149,0.27513524386460286,0.07787494868761197,0.32732922623418553,0.17120310828116028,0.1730491059057361,0.1371420606586166,0.6666020441104084,0.09963748174444882,0.09167658997054966,0.15114937660827096,0.18816257085404078,0.19752288131536322,0.09167658997054966,0.09400527958698052,0.49284400678756957,0.10842342779047705,0.1433438294714703,0.148942784746856,0.14848069654093837,0.10403816683249881,0.4811503442754391,0.5648474370537515,0.14533306861049747,0.34110960054351863,16618060.0,0.43636009,0.02814439621285264,0.8718556037879682,0.09999999999962492,37.600000351667404,1.910000056028366,0.0,0.9599999934434891,936.3100013285875,0.7300000191210092,0.0,25.009999975577895,115.38467756710536,0.0,13.5799999833107,963.2579985270644,11.820000290870667,0.26999999582767487,54.19732240167458,7.15000007301569,1.5700000524520874,5.84000001847744,0.14000000059604645,3.469999998807907,0.4000000059604645,63.12000030092895
5,0.5546028727307165,0.21652326439417852,0.9108277393436756,0.9128375344793207,0.8919846581831246,0.8146048219235124,0.5759837106543617,0.7892382203177993,0.717278345741802,0.42861753620389303,0.761310067012422,0.42861753620831067,0.8598778882935093,0.17154808857203724,0.1905232447053797,0.8535658211813177,0.8592509208523534,0.8643411066406609,0.8536638491951284,0.8561083766311677,0.8499738681746983,0.1784726252573045,0.8678733832568095,0.859257859965114,0.8547418792204248,0.8457275954903853,0.8563338542192142,0.859257859965114,0.8587215371094149,0.8851310833188932,0.870493179930329,0.8470380372753011,0.8564484886716591,0.8546955471578819,0.8721354111578161,0.8751793316110965,0.17692492913533167,0.8776111160915532,0.8686458152496371,4978009.5,1.847285,0.9000000000001817,0.0,0.09999999999981836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.03330542125198,0.0,191.03869466936152,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,2018.4480008459068
6,0.5384641479742015,0.22902659996426603,0.8962795077722132,0.9211292508802053,0.8901582991126491,0.8325441048421787,0.5727396830722303,0.7867728777885895,0.7196625500313584,0.39993477972799535,0.761310067012422,0.44446120462076755,0.8752876193090653,0.1807896608547844,0.19833152187508757,0.869224583308825,0.8724170528251944,0.8791170644627405,0.8662706209472847,0.8686683769401229,0.863673939410196,0.18623106352108024,0.8824021949405688,0.8746143958298964,0.8688141153848274,0.8617030226719179,0.8700945632665266,0.8746143958298964,0.8741062282252728,0.8965152815852053,0.8853424778654486,0.8603962781843367,0.8683907924647707,0.8690444994466897,0.8861820576267273,0.8859433840970616,0.1898564997118275,0.8919073507964425,0.8837587116604708,5153249.8,1.7977052,0.9000000000029935,0.09999999999700646,0.0,6.767825243486046e-11,0.0,0.0,0.0,103.28200034600755,0.0,0.0,0.0,0.0,0.0,0.0,120.98999974154191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.448000852213
7,0.5787152305992411,0.37470865547142657,0.7090803102100633,0.637837479475921,0.3245532623266528,0.2698113083747489,0.7438109421883061,0.4414533291979026,0.41801879183486973,0.5603271202900632,0.4180187918465041,0.64185914005176,0.31129177104722533,0.6402574007574888,0.5714507540832198,0.47181794211741623,0.25479124215107907,0.5156337069678149,0.3524226720868917,0.35394018055123394,0.3002919925315122,0.6271436151927274,0.2881694947407606,0.2687573529288583,0.3309286864911423,0.38348294538578814,0.37149575214146363,0.2687573529288583,0.27166006898293854,0.6320478383976447,0.28027531222712393,0.32699541814206046,0.3296540628094766,0.3279429689769583,0.29561833304046015,0.6274595790305477,0.5503745855984031,0.3303043307798952,0.5234055467035195,16301546.0,1.2640976,0.09999999999830614,0.9000000000006504,0.0,37.789097400668936,0.9100000262260437,0.0,0.14000000059604645,970.128904354068,0.0,0.0,0.0,0.0,0.0,0.0,991.2999986708198,11.820000290870667,0.0,0.0,0.0,0.0,0.0,0.0,6.360000103712082,0.0,224.27200009014553
8,0.6847375499583804,0.34221383349017287,0.8014600342418817,0.6324139607871431,0.4348701462949415,0.277184141404416,0.7487086077082161,0.5418780527797591,0.5338570093045437,0.6171058122819771,0.5338570092950168,0.5730965118608924,0.32067672848004336,0.5186440176769084,0.4807900821905972,0.47232659721906695,0.29023135863086297,0.5149971478350213,0.3680439702143643,0.3599369472695354,0.31930799644396574,0.5138585422870955,0.309757705899477,0.2908795835750994,0.34536816799863973,0.40702052968210495,0.36857192265800814,0.2908795835750994,0.29193795006976553,0.6407928117312277,0.30324372192035937,0.3451743221311948,0.3559998351042489,0.34322799117521086,0.3133964173166653,0.6376378008717324,0.43305303479864615,0.34292791270527895,0.5227823763448544,14725553.0,1.8492798,0.09999999999874895,0.0,0.900000000001251,0.0,0.0,0.0,0.0,0.0,5.419999957084656,0.0,26.950000047683716,692.9200015664101,0.0,1210.8127787958351,0.0,0.0,7.860000133514404,45.26521982007015,12.940000303089619,2.8200000524520874,13.460000172257423,0.0,0.0,0.0,224.2720000911386
9,0.6074316688157546,0.25103762601582585,0.8960342462010292,0.9013509990967449,0.8179684992075111,0.6809669436731517,0.626189279889264,0.7916566136545379,0.598841590133102,0.45601280513615516,0.7077154361605831,0.45601280513774983,0.7557509090419388,0.2367225556498716,0.2506652315183653,0.7653262064919663,0.7472063001649732,0.7836249980647731,0.7448241283888134,0.7560124930490251,0.7480721436545688,0.24483356536549206,0.7548251909592454,0.7472981112094774,0.743951042330965,0.7503125627435434,0.7579956556070511,0.7472981112094774,0.7475541439072151,0.8293798480198937,0.762353921305085,0.7336039078149313,0.7451942191536743,0.7421119919052989,0.7629222616954082,0.822604111346022,0.22900604110279382,0.7698807094889619,0.7898336777776759,7161765.3,2.038626,0.799999999999477,0.0,0.20000000000052195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.35172605279027,0.0,379.8822741192164,0.0,0.0,0.0,0.0,0.0,0.0,1.3100000172905322,0.0,0.0,0.0,1794.1760007503822
