,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,TapioharvestwithoutthinningsTapioclearcut,Selectioncut1Selectioncut,SA,Longrotationharvest30Longrotationclearcut,Longrotationharvest15Longrotationclearcut,TapiothinningnatureThinningTapio,Longrotationthinning5Thinninglongrotation,Longrotationthinning15Thinninglongrotation,Tapioharvestwithoutthinningsm20Tapioclearcut,Tapioharvestwithoutthinnings10Tapioclearcut,Longrotationharvest5Longrotationclearcut,Selectioncut3Selectioncut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Selectioncut2Selectioncut,Selectioncut4Selectioncut,Shortrotationthinning5Thinninglongrotation,Longrotationharvest10Longrotationclearcut,Longrotationthinning10Thinninglongrotation,Shortrotationharvest5shortrotationclearcut,Longrotationthinning30Thinninglongrotation,TapioharvestTapioclearcut,TapiothinningThinningTapio
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.67919922622061,0.40912364624054387,0.6938326185949771,0.49811806028918915,0.36692334490664646,0.07871390413278256,0.7004961984638814,0.5318096317437101,0.3969917883000207,0.5967224976194329,0.39699178831743925,0.5386972664042495,0.15560973370219355,0.509511672406897,0.46896166953836116,0.26934434330251755,0.12178053177144456,0.3138719412508806,0.19866456780816838,0.19206425474181005,0.1590446176742884,0.5080020411253565,0.13358071686308218,0.12412310174048805,0.17716797823195965,0.21280887397425463,0.20063444421809293,0.12412310174048805,0.12443443350012102,0.4850246920911721,0.13805496797479236,0.1725254757477105,0.18443386179130883,0.1751821392405811,0.1335851755386502,0.4700225239803969,0.41185102475852947,0.16517896962100795,0.3275560201354784,14335424.0,1.0358143,0.028617036552411535,0.0,0.9713829634475882,12.010000139474869,0.0,64.18000024370849,150.60058277502594,83.14000011983461,1.1399999856948853,0.2199999988079071,0.14000000059604645,4.7800000458955765,27.8400000333786,0.0,1052.9494157803872,0.0,0.0,808.2000015899824,0.0,16.359999895113624,2.8200000524520874,0.0,18.34000027924776,0.0,0.0
2,0.5985290965204149,0.43888179585332565,0.5890098027600389,0.471539569340552,0.13831445660427863,0.0617977780026731,0.7150720112952931,0.36597757009194315,0.13983466910037146,0.5678524867243651,0.13983466910586217,0.6289756357109647,0.13026138848620417,0.7200497780067511,0.6328417042294252,0.27061264674088675,0.05954567112269213,0.32526429390846007,0.15814383235969195,0.16080575997414356,0.12967742489918752,0.7047474001659904,0.08762920396932986,0.08083475536137717,0.14186986084699482,0.1712826685139176,0.1937513574654115,0.08083475536137717,0.08448080359782487,0.4786650570856244,0.09994984593179734,0.1285164525874046,0.1305686901323041,0.1384196313631167,0.09410108185191741,0.4671648995334251,0.6025194929168471,0.14201587513637945,0.3387555694890435,16599646.0,0.040191332,0.02814439621285264,0.9718556037871473,0.0,0.0,966.2262231252002,63.12000030092895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.88377596895813,0.0,13.240000262856483,1026.7500009015203,0.0,0.2199999988079071,0.0,0.0,0.9599999934434891,0.0,2.7900000512599945,17.53000033646822
3,0.6735135770973163,0.4207739290289592,0.6941807306723923,0.5040892857396033,0.3577801404829325,0.07744082887381402,0.7109315581874702,0.5203589239678286,0.3952858185087364,0.6021031329781021,0.39528581845180955,0.5504494066745003,0.1539534442637372,0.532264239332513,0.48581846530020223,0.2702335720278517,0.11588171917552018,0.314627344756194,0.19798622715107597,0.19219592798987545,0.15559275242230788,0.5295099203349829,0.12918091584033048,0.11879063211067904,0.17551948114023946,0.21101865844174233,0.2013352791745498,0.11879063211067904,0.11964252982056561,0.48737267975869136,0.13230549318838872,0.17113194147592906,0.18215641513323,0.17321998110080386,0.1301290033212723,0.4731524377476194,0.431083911569015,0.16202764580746348,0.3285524346131787,14829150.0,1.0266917,0.02814439621285264,0.10000000000089004,0.8718556037862574,11.400000154972076,153.31999972462654,63.12000030092895,142.75351987755533,83.14000011980534,1.1399999856948853,0.2199999988079071,0.14000000059604645,3.5799999982118607,21.97000001370907,0.5399999916553497,889.9964788148782,0.0,70.27200037906255,763.6880013503753,0.0,16.359999895095825,2.8200000524520874,0.14000000059604645,18.120000280439854,0.0,0.0
4,0.6003618518121034,0.4486046791307034,0.6148553105621858,0.5058266313500843,0.2468539290739684,0.06959070123752038,0.7119460363144274,0.4273980629271094,0.2920920163111224,0.5656522082918714,0.29209201624165165,0.6154230535798472,0.14134932671127673,0.6505435275596969,0.577958840779091,0.27117604006651164,0.0826572530843806,0.3190913149751621,0.1767041457396326,0.17888999261842198,0.1393469556487781,0.6394827407237254,0.10614169931381923,0.09702587243752499,0.15662787786846671,0.18950418579950615,0.1990698261803654,0.09702587243752499,0.09933573761781359,0.4822808873305251,0.11205868911450849,0.1488726689198305,0.15343486777672075,0.15407306724089675,0.11024353374193728,0.4685179091827602,0.5437916626580017,0.14850895540334627,0.33290619074538214,16131765.0,0.52016946,0.02814439621285264,0.8718556037857914,0.09999999999723158,0.9600000083446503,900.6661806745058,63.12000030092895,81.76818238468312,25.619999960064888,0.0,0.0,0.14000000059604645,1.4200000017881393,5.53999999165535,89.62000042200089,9.019999951124191,11.820000290870667,941.581818915147,90.68381765811606,0.0,0.4000000059604645,1.5700000524520874,0.9599999934434891,7.15000007301569,2.410000056028366,8.27000018954277
5,0.5568249814988137,0.22042596168333842,0.9072911374785435,0.9154362450989547,0.8948017864113654,0.808592694285591,0.5730226563815272,0.790536201818886,0.7256623155383561,0.4311330390861595,0.761310067012422,0.4311330390760095,0.8552563042430625,0.1740318233671366,0.19381098141304712,0.8479652532682681,0.8541329790130041,0.8573455575612174,0.8486846484751628,0.8513209632068286,0.8451780131162906,0.18125218090683395,0.8623015387026158,0.8536452431279395,0.8490872230915282,0.8407576275402144,0.849870007480868,0.8536452431279395,0.8530731879866518,0.8804566838086578,0.8637027009202547,0.8419908364993229,0.851261604019049,0.8490137129163788,0.8666994162531346,0.8705242265929473,0.18015032023241306,0.8706786356843911,0.8620826817025314,4910122.9,1.8647704,0.900000000000897,0.0,0.09999999999717499,0.0,0.0,2018.448000847511,2.8234720087073745e-11,2.9520925224558116e-11,0.0,0.0,0.0,0.0,1.1100000143827027,0.0,183.6306650065782,0.0,0.0,39.531335067070124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.541127011744547,0.2314607767518776,0.8954932718707389,0.9215283585587083,0.8920159752914321,0.8336988811063736,0.5670794547330025,0.7846214809071755,0.71743069609794,0.40506195796563726,0.761310067012422,0.4395145799585592,0.8757071236685394,0.1826852932250672,0.1999680462243928,0.8639747575570274,0.8726450532845036,0.8735854276208312,0.8653793786520165,0.8674594941139743,0.8640208653040897,0.18806322604908568,0.8804308097283925,0.8745391078069118,0.8680918304787315,0.8571931675579897,0.8683616199677661,0.8745391078069118,0.8742702399722164,0.8921354726901893,0.8848687786629515,0.8595864596805791,0.8674093140129765,0.8681577273039035,0.8844535623120426,0.8805833685222343,0.19126017411114293,0.889345969325531,0.8781136775195273,5093469.5,1.8181514,0.8999999999999402,0.10000000000005876,0.0,0.0,120.25999981178343,2018.4480008453652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.628752257849597e-11,0.0,0.0,104.01200028256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5619404419221284,0.3819326759263644,0.7064702560650854,0.6499912140652578,0.35029203575368956,0.2819800349726405,0.729183521202109,0.45526118302470997,0.4506173854895817,0.5386453452431366,0.4506173854649978,0.6312389099242268,0.32107632369436756,0.6118267035566638,0.5470270188256169,0.4744489814254311,0.2660971823818565,0.5146436241897983,0.36273796069581493,0.3635124832165519,0.3102073178220464,0.5997795136320672,0.29970916274423487,0.2799720829308236,0.34191763791221685,0.39033357319563183,0.378983590199967,0.2799720829308236,0.28271995862126675,0.6320807426185188,0.2902163101413229,0.33793596584161967,0.3398450091298197,0.3392338028871327,0.3063765692254168,0.6262529563751645,0.5254596219227182,0.3392258867814478,0.5227321870052097,15899523.0,1.3586714,0.0999999999991051,0.9000000000008949,0.0,0.0,920.9799986481667,224.27200009193734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.09000048041344,0.0,13.100000262260437,970.9989483682292,0.0,0.0,0.0,0.0,0.9599999934434891,0.0,1.4100000262260437,12.909053068767077
8,0.6609792853684355,0.3502331651289436,0.7985291082936526,0.6557021158809385,0.48122212692708066,0.29261952539418107,0.73183298961029,0.5739514752580527,0.5739514752474649,0.5811191282938408,0.5739514752124087,0.5739514752581223,0.3380960135242441,0.47820825256331456,0.4462517045598519,0.4759485967759039,0.30977696223300166,0.51442942163274,0.38329632494449295,0.37399806038263095,0.3360463336483932,0.4750780480283389,0.32664685126198234,0.3097365986462392,0.36104632420257105,0.4178779032439434,0.3787781909147526,0.3097365986462392,0.3105958968948802,0.6418326690969297,0.3208198440460997,0.36093251565065737,0.3715137587774097,0.3589548156435477,0.3296558238388138,0.636249215804484,0.4001231150333441,0.3559426192536119,0.5230212595900975,14087047.0,1.991429,0.09999999999964952,0.0,0.9000000000003504,4.689999997615814,0.0,224.27200009326154,103.4554255253874,51.080000102675996,9.0542739023565e-11,0.0,0.2199999988079071,1.2000000476837158,17.68000002205372,0.0,1086.2045729660645,0.0,0.0,721.6170512217791,0.0,13.389999866485596,2.8200000524520874,0.0,16.090951045426984,0.0,0.0
9,0.6057239728559111,0.2549491745740062,0.895002724833018,0.9055799003902173,0.824059196651089,0.6820852833434983,0.6215396726701948,0.7898105397094874,0.611316159390292,0.46282767759368815,0.698727516703146,0.462827677593705,0.7537688293640407,0.23627815243824657,0.2506411872078212,0.7645805748968064,0.7460121953434896,0.7819993426800885,0.7459017087141295,0.7554765024099375,0.7468346916399496,0.24420117341631856,0.7549925629391119,0.7456780380709191,0.7439152214054885,0.7482882633566457,0.7553077317429635,0.7456780380709191,0.7459083289067875,0.828928422331026,0.7594052463706026,0.7348578690048125,0.7461377353152229,0.7424068923469849,0.762707815429237,0.8209688534104285,0.2287133193255149,0.7683670611041303,0.788224887602508,7050684.7,2.0600138,0.7999999999985045,0.0,0.20000000000149548,0.25,0.0,1794.176000748201,0.0,1.53402235e-11,0.0,0.0,0.0,0.0,1.3100000173477855,0.0,352.04512736174667,0.0,0.0,94.93887281221085,0.0,5.068247142488361e-11,0.0,0.0,0.0,0.0,0.0
