,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Tapioharvestwithoutthinnings10Tapioclearcut,TapiothinningThinningTapio,Longrotationharvest15Longrotationclearcut,Longrotationharvest30Longrotationclearcut,Selectioncut1Selectioncut,Longrotationthinning30Thinninglongrotation,Tapioharvestwithoutthinningsm20Tapioclearcut,Shortrotationthinning5Thinninglongrotation,Selectioncut2Selectioncut,Selectioncut4Selectioncut,Longrotationthinning5Thinninglongrotation,SA,Longrotationharvest10Longrotationclearcut,Shortrotationharvest5shortrotationclearcut,Selectioncut3Selectioncut,TapioharvestTapioclearcut,TapioharvestwithoutthinningsTapioclearcut,Longrotationthinning15Thinninglongrotation,TapiothinningnatureThinningTapio,Longrotationharvest5Longrotationclearcut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Longrotationthinning10Thinninglongrotation
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5903740389896351,0.4452871817145763,0.6281209778809564,0.5468120828666859,0.5035119102343797,0.09135852994211136,0.599329617944805,0.6152715748732605,0.481099979286007,0.481099979282737,0.4810999792675923,0.4810999792736651,0.18251426427437922,0.3864094832264538,0.3778946449398014,0.24801887119553662,0.15907806869642022,0.2786544227682277,0.21730425329946587,0.21310826589162174,0.18238530654584578,0.39359682529454126,0.16886360629912156,0.1630427202871365,0.20089986457230685,0.21316324179217228,0.20737340031015314,0.1630427202871365,0.1624697635498382,0.4453744260316971,0.1697214200403919,0.19492007756888716,0.20338037494831632,0.20080891053665906,0.1645950539308049,0.42249300662968753,0.3314447851695497,0.18378928170129757,0.29294810250195913,10227259.0,1.2520624,0.028617036552411535,0.0,0.9713829634475885,79.94999988380961,0.0,241.54999947547913,376.6531041327061,0.0,55.47546960569455,4.650000110268593,0.0,0.0,1061.1259495268387,0,64.18000024370849,26.59999990463257,0.0,280.01547785193634,0.0,41.59000012278557,4.830000057816505,2.0,0.0,0.0,4.100000023841858
2,0.5083640470999684,0.4925775763730738,0.530988223088343,0.5090189536436965,0.2256455841933674,0.07467442395325366,0.617908915095462,0.4310242174673303,0.2333137686628386,0.4419075301122833,0.2333137686852372,0.5726396675555603,0.15374681767765094,0.5910344976744432,0.5378132344513376,0.25347873070323074,0.0824867363171014,0.2938729217140308,0.1766312488176085,0.17630214208122996,0.15620528641643897,0.5865503654963389,0.12042269654321348,0.11329655521323746,0.16885952844564628,0.17002141385246627,0.20161473071389807,0.11329655521323746,0.11799579864678679,0.4277122855652782,0.12958510040891003,0.14875781486833636,0.14503810265039113,0.1660845337351715,0.12616899213946975,0.4134221357272165,0.5102789490340554,0.16893688651469965,0.30901405749487937,13468099.0,0.22462585,0.02814439621285264,0.9718556037871473,0.0,0.0,36.72975798619227,0.0,0.0,639.1399986446394,0.0,0.0,5.579999893903732,866.3900009468198,0.0,0,63.12000030092895,0.0,1.6900000125169754,0.0,15.970000237226486,0.0,0.0,0.0,581.9702425346034,32.13000038266182,0.0
3,0.5901790559335134,0.45276011283987705,0.6305287110305636,0.5487727782199332,0.5001944738564419,0.09152214346030109,0.6058409077742566,0.6116131944087594,0.4826564343455524,0.48265643435056327,0.48265643433331445,0.48265643434855765,0.18208262453110588,0.3952310608175034,0.38328535457297336,0.24900484264833392,0.15788882749595476,0.27975679666158765,0.21816850594718656,0.21399773822196766,0.18113082452180404,0.4016503563283797,0.16853567027983368,0.16220472559033886,0.20151745105781582,0.2126607577456533,0.20876167459443418,0.16220472559033886,0.16159993348811905,0.4471630771544145,0.16865371819838745,0.19569093899510095,0.20372128824503605,0.20150133540037463,0.16414352833452328,0.4250808908957883,0.3373052990719045,0.18376980498135687,0.2940594842498833,10478191.0,1.2643049,0.02814439621285264,0.0818701591487737,0.8899854446383735,73.03999996185303,0.5600000023841858,234.3699995279312,367.34138593421335,82.72999885678291,56.39303422088183,3.450000062584877,0.2199999988079071,58.56184464282677,1032.433737564359,0,63.12000030092895,26.59999990463257,0.14000000059604645,182.89999978244305,9.410000085830688,11.970000207424164,1.9500000476837158,1.4399999976158142,30.07999984920025,1.909999966621399,4.100000023841858
4,0.5014470731511635,0.49985105757811354,0.5492921029074589,0.5427397963494717,0.3463447430264904,0.08190960545583906,0.6062736259611489,0.48564130638267006,0.3791037898753635,0.4116420826185934,0.37910378989468074,0.5664999357832676,0.16727745790200685,0.5170549727565357,0.48025501897553846,0.24872826651302007,0.10751851220862979,0.2816152276751641,0.19386526973308832,0.19647951185042237,0.16448503773946804,0.5178749828387704,0.13780630879209366,0.13045640187421706,0.1811004341659881,0.18555521895975405,0.2072328207670853,0.13045640187421706,0.1330763574636809,0.4294027997964814,0.13913673952034986,0.16808502640926884,0.16660937779873106,0.17930610810721645,0.1399885359685346,0.40921857042042786,0.4515703844924784,0.17012724434770093,0.29626471716647435,13011924.0,0.68174796,0.02814439621285264,0.8718556037892211,0.09999999999792619,13.35999995470047,31.69896916188698,18.310000002384186,126.32000019028783,606.8999985903502,7.469999961555004,2.010000005364418,5.359999895095825,803.4880012758019,48.02199991420477,0,63.12000030092895,0.20000000298023224,1.6900000125169754,4.379999995231628,15.590000241994858,4.060000061988831,0.14000000059604645,0.0,461.5210309710314,29.080000400543213,0.0
5,0.5440623810466003,0.2576010853643132,0.8900623165367557,0.9316520034385918,0.8973536082940203,0.7789701261587413,0.5765020770178644,0.7786144726451887,0.7500280778603556,0.4527277822918874,0.7408859058746096,0.45272778229781874,0.813482466568855,0.20157472834837786,0.21804580463906892,0.8205683267465318,0.8136462628288191,0.8268424810466443,0.8142882500311333,0.8138311956601975,0.803171223598058,0.20811789850577442,0.819363196879934,0.8111158664397563,0.8085852234716404,0.8093163166360607,0.8016468424496201,0.8111158664397563,0.8108555670921149,0.8602670938754864,0.8145222329811361,0.8063873320559116,0.8146450836009373,0.80861669239003,0.8231998289794361,0.8457860233099391,0.2016624838147435,0.8203217376930225,0.8291402457371949,3515166.4,1.9838774,0.9000000000011316,0.0,0.09999999999886847,13.179999947547913,0.0,0.0,2.921848254167661e-12,0.0,0.0,0.0,0.0,0.0,113.6220004281729,0,2018.448000848037,0.0,0.0,97.21999971568584,0.0,0.25,0.0,0.0,0.0,0.0,1.3045811318393945e-10
6,0.5146198590116166,0.24361888022125325,0.8910756342192212,0.9351909486791067,0.9005392687604078,0.8264167068486431,0.5616430225104977,0.7688602550680294,0.7496448181576283,0.42502002781319004,0.7186469797892353,0.42502002781298887,0.8555973543257386,0.20712309390528091,0.2196449581536294,0.8443929283328269,0.8491170998129931,0.8485901554968203,0.8537312897872262,0.8520573453717808,0.8414492318419485,0.21140425226681767,0.8569515533943407,0.8493573597779818,0.8508086451667587,0.8384829666352954,0.8431430075383739,0.8493573597779818,0.8498464467642121,0.8763764678582094,0.8532802581331936,0.8461458861415133,0.8526812951334005,0.850479718673863,0.8610753664006199,0.8622531437827652,0.21135422807811513,0.8587499408806964,0.8523053681145298,4131325.6,1.895733,0.8999999999931799,0.10000000000682004,0.0,0.0,0.0,0.0,0.0,115.05932311176309,0.0,0.0,0.0,109.21267699747669,0.0,0,2018.448000830204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.4929950631376934,0.4121083339951418,0.6772164076105287,0.6813454661935825,0.4363083938847497,0.32127804650056135,0.6656929044307379,0.5122365435102454,0.4989586818338957,0.49895868183104014,0.49895868185389775,0.5570483969497212,0.35613427656557595,0.494304430199541,0.4520968088335013,0.48852648324621634,0.3025160706653669,0.5204566879234145,0.3989838404546869,0.39450814188627753,0.3474472232757021,0.48915814404622665,0.34381624954041035,0.3214515344740852,0.3839404935935875,0.4144086301631667,0.40386747300716236,0.3214515344740852,0.3250319034754518,0.629221625654832,0.33055534355288535,0.37429966497350603,0.37493849406247626,0.38143637582532236,0.3500345065838942,0.6242059216213063,0.43055262916042425,0.3783159512543739,0.5287645072574557,13251803.0,1.5228427,0.09999999999934157,0.8999999999999896,0.0,0.0,29.35107025302584,0.0,0.0,623.958375601526,0.0,0.0,5.359999895095825,850.5796243981601,0.0,0,224.27200009246772,0.0,1.6900000125169754,0.0,14.590000212192535,0.0,0.0,0.0,468.90893006526295,24.01000040769577,0.0
8,0.6186158156173944,0.38644556319539486,0.7610736645112799,0.7097284328918487,0.5904149049198132,0.30116524448859444,0.6740343970303202,0.6459540070731822,0.544243422433349,0.5442434224323313,0.5442434224440496,0.5442434224329775,0.3525178741447693,0.3881631635138172,0.37747791801647484,0.4633074058308748,0.3371861865547308,0.4960682837368603,0.39501944203401745,0.38796595232528075,0.34983594405101054,0.3921602541795618,0.3508848471163935,0.33480948178214803,0.37598202711266904,0.417904784965784,0.3815340721113647,0.33480948178214803,0.33499815116375475,0.6240269486865592,0.34334910704570004,0.3746566680572798,0.3862399768878346,0.3749214727765173,0.35143591873110935,0.6154494415137612,0.3348094817814646,0.3677148165530853,0.5051806080876035,11078517.0,2.0699875,0.1000000000007637,0.0,0.8999999999992361,68.1192757194048,0.0,191.11999975148032,227.90156273721456,0.0,34.246385185111876,1.2000000476837158,0.0,0.0,984.1284833241239,0,224.2720000956888,23.62999987602234,0.0,442.29356934244356,0.0,36.91000008583069,5.9700000286102295,0.1087246934085107,0.0,0.0,2.8200000524520874
9,0.5550579065978383,0.2899946402742361,0.8757598003963244,0.926328404944169,0.8646373903868446,0.7087894268802674,0.5907979691379132,0.7741194784888774,0.6947744722510649,0.4716457495074288,0.704526174376323,0.4716457495100721,0.7571685243925163,0.23698545288540196,0.2542044781665483,0.7702995658733509,0.754642009746496,0.7809483112225875,0.7612794576585794,0.7628887537225205,0.7465346200867796,0.2444391038074545,0.7629515900393994,0.7519098123371567,0.7527867867968359,0.7546283949590923,0.7494148176292887,0.7519098123371567,0.7518361463795218,0.8275182462889749,0.7561730754979513,0.750688881490502,0.7595995804349369,0.7522966636479973,0.7674501609030088,0.8140235779418125,0.23410312875096864,0.7653455647969911,0.7849865661695743,5568279.3,2.0905132,0.8000000000188383,0.0,0.19999999998116175,26.429999858140945,0.0,1.4203996043053865e-11,0.0,0.0,0.0,0.0,0.0,0.0,187.50122932466934,0,1794.176000793804,0.0,0.0,233.66277097495166,0.0,0.949999988079071,0.0,0.0,0.0,0.0,0.0
